TCGA-02-0047	TCGA-02-2485	TCGA-02-2486	TCGA-06-0125	TCGA-06-0130	TCGA-06-0132	TCGA-06-0138	TCGA-06-0141	TCGA-06-0157	TCGA-06-0158	TCGA-06-0168	TCGA-06-0171	TCGA-06-0174	TCGA-06-0178	TCGA-06-0184	TCGA-06-0187	TCGA-06-0190	TCGA-06-0210	TCGA-06-0219	TCGA-06-0238	TCGA-06-0644	TCGA-06-0645	TCGA-06-0649	TCGA-06-0686	TCGA-06-0743	TCGA-06-0744	TCGA-06-0745	TCGA-06-0747	TCGA-06-0749	TCGA-06-0750	TCGA-06-0882	TCGA-06-1804	TCGA-06-2557	TCGA-06-2558	TCGA-06-2559	TCGA-06-2561	TCGA-06-2562	TCGA-06-2563	TCGA-06-2564	TCGA-06-2565	TCGA-06-2567	TCGA-06-2569	TCGA-06-5408	TCGA-06-5410	TCGA-06-5411	TCGA-06-5412	TCGA-06-5413	TCGA-06-5414	TCGA-06-5415	TCGA-06-5858	TCGA-06-5859	TCGA-08-0386	TCGA-12-0616	TCGA-12-0618	TCGA-12-0619	TCGA-12-0821	TCGA-12-1597	TCGA-12-3650	TCGA-12-3652	TCGA-12-3653	TCGA-12-5295	TCGA-12-5299	TCGA-14-0787	TCGA-14-0789	TCGA-14-0790	TCGA-14-0817	TCGA-14-0871	TCGA-14-1823	TCGA-14-1825	TCGA-14-1829	TCGA-14-2554	TCGA-15-0742	TCGA-16-0846	TCGA-16-1045	TCGA-19-0957	TCGA-19-1389	TCGA-19-1390	TCGA-19-2619	TCGA-19-2620	TCGA-19-2624	TCGA-19-2625	TCGA-19-5960	TCGA-26-5132	TCGA-26-5133	TCGA-26-5134	TCGA-26-5135	TCGA-26-5136	TCGA-26-5139	TCGA-27-1831	TCGA-27-1832	TCGA-27-1834	TCGA-27-1835	TCGA-27-1837	TCGA-27-2523	TCGA-27-2524	TCGA-27-2526	TCGA-27-2528	TCGA-28-1747	TCGA-28-2509	TCGA-28-2513	TCGA-28-2514	TCGA-28-5204	TCGA-28-5207	TCGA-28-5208	TCGA-28-5209	TCGA-28-5213	TCGA-28-5215	TCGA-28-5216	TCGA-28-5218	TCGA-28-5220	TCGA-32-1970	TCGA-32-1980	TCGA-32-1982	TCGA-32-2632	TCGA-32-2634	TCGA-32-2638	TCGA-32-4213	TCGA-32-5222	TCGA-41-2571	TCGA-41-2572	TCGA-41-5651	TCGA-76-4925	TCGA-76-4927	TCGA-76-4929	TCGA-76-4931	TCGA-76-4932
LUM	5.28161414113969	5.42137756456842	5.35174248697884	5.9102290032882	10.2482689437484	7.25570715736947	6.83540004680495	7.87469227996813	5.93746443469697	4.58256766263866	5.77887294019567	7.4250205834244	5.49747391626987	6.72823583260727	6.24503778347112	5.82916294693366	8.21117730363565	5.07952060424314	6.08912967910715	6.51603611106188	9.20755173734641	6.45382671083094	7.11907204881036	5.64942730452522	5.8373580746369	5.66812040866698	6.26062661560048	3.84456823616955	3.57895855569978	7.23015698838657	5.86092894832292	4.05324127814365	5.39040371903719	6.72179069441333	5.42803775651816	5.26684114723671	6.89104686765847	6.74471562569597	6.26166075399742	5.57928066852634	5.03605934643641	8.51910286682488	5.43102010343221	7.12787714961407	6.13110648228256	7.42397176589913	8.56288757813154	5.70808852363911	6.29570391292249	5.83167659098775	3.63450246264761	4.22061591441476	5.71632021435416	4.2528628330797	6.12846681551817	4.7025745351247	4.99312894832648	5.63466745285206	4.80490589903583	4.67585322833123	5.8966372506967	6.33001212871025	5.32481371727792	5.76325443241059	3.93563210440032	6.33127228617941	5.93223669934833	6.32729354117877	5.54460227910367	7.38810099401822	6.09598085652397	5.14197111154194	3.02676571613416	6.71226325104389	4.85733258797099	8.72258603089512	4.20710612245836	6.09661749122433	5.1798474075138	5.30499949134195	5.19452340098739	3.95641494012237	5.54170736822303	6.10245254872245	4.11863709479113	6.49912065325555	5.27851457925184	6.26616338848588	7.37889301488573	5.57155651529706	5.26164197132296	5.04594966948855	5.73349725178805	5.58894497165605	6.33426919164615	5.26402815353451	6.84944828813302	3.77238385551368	5.32256988231	7.26404225767208	5.45946125110468	6.25030742646244	5.76737554899977	6.08271741623874	5.7631316167274	7.98246936693119	7.67047185147585	6.11651158038034	10.5417482092057	4.3387954904816	4.36747502163943	6.51607117512222	6.39113908886695	4.96377776119136	4.77214372894632	6.31263041523756	6.89650341350012	6.16249425695163	5.13677266821528	5.84812203965358	4.177675703221	5.64356845603074	7.02936856983658	4.18791079799722	5.26238547927319	5.7617695820718
PI3	3.20217310788147	0.356694943738735	4.67578800320201	6.30196619862971	3.14448842906394	7.7692547742168	6.01738689107357	7.57410935872007	1.75796136047783	1.66479693055438	5.99489889298518	7.31665089615969	2.57348208078501	0.835687867342055	1.77244072484165	6.88849539237558	5.59900882379657	7.67369580008908	3.09929918165904	2.78177143181443	3.24014796014374	7.29012956761077	4.31937566432428	3.09998417492602	4.86626980497463	0.993436941050809	3.39110664095198	2.82075964710107	0.534444489364625	4.18997287323551	5.848823789919	1.93298410945489	1.89389478953019	3.92207432128117	1.43444146142521	3.06378803942793	6.06878223760013	2.96274409772701	1.28110049824139	3.85426464695152	4.85484193247239	-0.750776293396582	5.31420400301762	8.01949166864379	4.70499018127024	8.4856461966291	4.1510320318519	6.31066690702495	0.355504258954393	1.85332482488621	0.801283839164523	4.02069084585295	1.44522342864918	1.63041631881929	5.71150458228857	2.71727419562974	-0.391414284885505	-0.155251285271291	5.70634984281102	-Inf	0.65840044423011	5.13464070831737	4.97768432495656	8.99928392639076	0.311300938050415	2.14060719358368	2.54785014955503	8.45912531708361	1.90046438613627	5.22590526328775	7.06245680706463	4.996500534051	0.136364874520516	7.5930838235122	4.23768704333276	6.43996759272021	0.48747511015774	4.89575479201085	5.12147517060067	0.213335610323124	5.16570269646212	1.52281191572141	2.96338468626378	0.00329456694943011	1.81604549510821	3.51286695330569	4.71504559416258	5.65859122661216	3.7199565206844	3.80020613675027	-0.590590592234853	0.985518242497858	2.35856837218922	1.90006065686864	7.39460969538242	-Inf	1.04935201401406	-0.716211120158497	4.12103842301132	9.04621419861251	0.83447311665038	1.4996007247492	1.32977691828472	3.84876153518053	2.9975106912314	6.34711719367878	3.39219699946486	2.20448703065406	1.50651885842626	1.23270602314881	0.384649968394244	5.72052454085674	2.3164288248147	0.505551741263282	3.60706183889016	5.72811697435132	7.32388590767887	3.89733567267627	1.86824200083503	4.81920679469726	2.14390584131306	3.48357889066794	5.5523054950825	5.67871762612796	3.99981774217805	3.08605275275404
SLPI	4.36532290084365	2.94694110938406	7.03685615886379	7.41069555494913	5.03155951439401	6.18398722838626	7.24777535742022	6.99142432660673	4.34195956346064	5.22962302192608	7.68446752565184	7.41126899579148	5.23428325150965	5.68770153328747	4.44083195550661	5.06702318894045	5.7762153779985	6.56876292954246	4.85105087822798	5.56546134381342	4.0449984935664	7.7735502509851	4.86410318577883	4.0745414349258	5.15497168524476	3.92728199267445	5.98742590275161	6.83054459068675	3.86664062815156	5.36544409787807	4.59538446158654	1.17083992266499	4.96774588617112	5.12804433389898	4.1912746414019	4.19688460408058	5.13682555644132	3.01037455029086	3.28856978386919	3.69861193945832	4.45762100159536	2.3402180078009	6.85060338276801	6.86891288625666	5.04146254717721	7.18263717763314	6.24973177633062	5.56408583014909	4.04441174547379	3.25732316212034	2.77537234436637	4.44241593468667	5.47769417515718	3.35593498758806	6.3196950566666	5.2652516723427	3.24621858125991	3.17691151148345	6.43929286145923	3.04593572427762	4.27831059944994	6.17979178365071	4.08608555028241	7.95450888539092	-Inf	8.24911453687728	1.85470296899508	9.01146850321031	4.4059848313054	8.78349196707177	8.6986303906146	4.46409152712212	4.48019749156428	7.54911714939779	5.03185521720765	7.19979051266385	4.14458605365881	3.64299257134146	6.62979380802746	3.81516402685397	6.21946448705446	0.606499373834273	3.2447969508196	3.75275994629794	4.08473520656362	4.31325918420627	4.98569143327903	5.86338569092374	5.84341571309719	6.52825699570126	4.84751853887747	1.39098335060602	6.60864899805299	3.92666528216502	6.0511816984741	3.86603770395101	4.29453878055069	4.66824169408804	4.96833721069263	8.55182450475109	3.82017083979511	3.17357297295083	2.2170816693801	5.22994001987253	3.04099718369158	6.5416942806706	5.67576152930634	4.81568877681405	3.68775131800763	3.3327757755435	2.86959065204594	5.76807158969466	6.951159440837	4.86653472012247	4.63815321595183	6.75334246480067	6.18191154458285	6.49547973239536	3.61347949385675	6.14456839348196	4.03744611458801	3.88904297553053	6.1473349616292	6.39730175264598	3.42061431367244	4.85094139006159
CYP1B1	5.21038629404083	3.87318238003236	6.02886605843969	6.16201353670079	7.54277279772289	7.09178429390611	5.24363570654894	7.41775918523074	4.94637904422751	3.94206324515812	5.60923660269421	7.92882903579845	3.39292660623247	5.53007253125074	4.32449285627582	5.80820404964717	7.39450287975887	5.68126552692302	4.72043093223419	5.26668014589056	6.89669109602597	7.07267589711551	6.35588263537959	4.48627628354761	4.24020958200544	5.07434597266671	4.93866800340712	4.72326872742285	4.1720213964999	7.19229506963352	5.70967077122792	3.84990076273719	5.4686966473828	5.32571655695234	4.9118214502899	5.79438675055862	6.19058709025507	5.66590613742452	4.21377660788421	3.25560883085775	4.62505418252272	7.90456239094472	5.13101229584505	7.71848658652856	5.93973510499026	7.093867558566	7.29422647269767	4.82635021084532	5.9427815271984	4.86324758264615	4.03603902009377	4.23394852110403	4.70332177969525	4.18944108283929	7.1380777202923	4.83878512050293	4.18334548652706	3.67334948599563	4.76736811397039	4.4322312741917	4.90691935131276	6.2231261168768	6.35896607154437	6.31832484382964	4.10678189692573	5.07091224763994	5.8249910438748	6.04939377490562	4.48445686122505	6.27905542790193	5.62140651929832	3.97326672967876	4.34108484131136	6.98909118088868	5.36476266238474	9.26085264294433	4.38436390113737	4.88952472834716	5.32363514953233	4.95241419816259	5.44678392230695	4.32616238304465	3.18653030332878	4.91222685296662	3.66187817861099	4.28750714219393	3.58903425664421	6.70584103285349	7.64824738938713	5.89468543895648	5.14923250045868	4.03003001600028	4.05316312811117	3.09220541322191	6.69962052998293	4.21917676806952	7.73583100069989	3.61447913153769	4.7769151742163	7.10346341766658	4.32491645496477	4.96185252989944	6.28560602510849	5.97187746657993	4.9838627532874	7.55061255632604	6.35926101697122	7.05169959346791	9.25183879686582	4.66131136039318	4.11438408955982	6.38813089272021	5.20680222646226	7.308696971856	5.47807062809341	6.19555982652842	6.35649612689979	4.0745414349258	4.73820433000501	4.50994700239949	3.54789751784878	5.52103202590124	6.26854840637615	5.05913271700845	3.90966823513147	3.42900059845754
NNMT	5.53431633180302	8.1687833118246	8.64135152383482	6.5415608827773	7.56680525079577	8.0863174710176	8.79354665682845	7.40722298510933	6.8659256936794	7.83580093028139	8.01246513961563	7.95585772067358	7.05300543785579	7.25566620082513	7.35688288755109	6.81939248014231	7.99057617060246	7.60404372061139	8.21376223374221	7.30472614628996	7.50512900744372	8.53686255493123	8.15399616773613	5.32999673433431	8.23412860196254	5.0007573339576	6.32496254363036	5.40015483355148	6.00670605299256	7.40221527340183	6.77507837831821	5.04501031144715	6.6437075683139	5.80914289031402	6.79396477505333	5.83801786941306	6.41189396271031	6.37042618734994	5.10247156808302	7.43100342274669	5.73882846010655	3.56666097138933	6.80710786143017	6.87262745850473	5.77543190325743	8.4140089503984	7.19131313352679	8.78865976542534	5.61302810138774	7.70224395976603	7.41440503594003	7.23496554134984	7.76455359535233	4.40301483341223	8.35903694333435	8.84625440555296	4.50647408040125	5.6223594536773	9.04819941809545	6.9627761821953	7.22274928669912	6.21118043067524	6.90412028037242	8.10723283480095	7.16511890723747	9.33764404882262	4.1059914728715	10.0465708903569	5.83717460758454	7.96560636989294	8.05972398899368	5.83665581748011	4.67435383927504	8.05738043438831	7.90185487767182	9.67000549885243	3.71628059046188	4.54173825235666	5.8389151678477	6.4450893031917	7.86749553918422	4.16897573081802	8.06111610414101	4.95555518966261	6.79278585640158	6.87166892857779	6.68950175198651	6.93258417496843	7.64469917718304	9.11191820796808	5.97188358524221	3.55045611540899	6.40551007126667	5.37677034974048	8.75385773671635	5.50560548214551	6.30684136757005	5.19182954905753	8.86907711271283	8.86601401232223	6.62077216220392	8.00521293465138	4.50186311612216	6.35636700206401	7.01369440721142	8.91353414742489	7.55017358478717	8.14870026078329	8.24264610279585	7.12389894818545	5.68964433382147	5.6390313086891	7.28043993089011	6.3006057784613	6.17833553121284	8.01497818961289	8.97293476178001	7.04342110458305	6.72381609453376	9.1928236154855	5.3825822253071	5.90043145749894	6.12298588968476	6.59195023698751	5.10985962180123	8.41238532302078
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
